[1] 0.0219563
[1] 0.01768652
[1] 0.09141938
[1] 0.09403324
[1] 0.09709294
[1] 0.1377515
[1] 0.1432073
[1] 0.147536
[1] 0.1493409
[1] 0.1733808
[1] 0.1720944
[1] 0.1699474
[1] 0.1689661
[1] 0.1690542
[1] 0.2119461
[1] 0.2090084
[1] 0.2037784
[1] 0.1974514
[1] 0.1913555
[1] 0.2491583
[1] 0.2518354
[1] 0.2602847
[1] 0.2626898
[1] 0.2839352
[1] 0.2878442
[1] 0.2899892
[1] 0.2909406
[1] 0.3098152
[1] 0.3039191
[1] 0.3027346
[1] 0.3433077
[1] 0.3444893
[1] 0.3848506
