[1] 0.084760419 0.268710961 0.028260160 0.001238871
[1] 0.098982530 0.427864595 0.047259367 0.001519516
[1] 0.126359501 0.596176670 0.070768291 0.001654602
[1] 0.20217482 0.71137241 0.09182962 0.00171582
[1] 0.234054055 0.762081005 0.105059510 0.001927407
[1] 0.247413732 0.779307569 0.111583785 0.002424142
[1] 0.258678385 0.784933201 0.114670531 0.003668018
