[1] 0.05962206
[1] 0.06238956
[1] 0.1044249
[1] 0.1078558
[1] 0.1096021
[1] 0.13844
[1] 0.134054
[1] 0.1283525
[1] 0.1249315
[1] 0.178617
[1] 0.1790373
[1] 0.1811598
[1] 0.1847044
[1] 0.1880541
[1] 0.2143678
[1] 0.214796
[1] 0.2161322
[1] 0.2177788
[1] 0.2186953
[1] 0.2478817
[1] 0.2468471
[1] 0.237739
[1] 0.2324988
[1] 0.2808667
[1] 0.2846814
[1] 0.2886312
[1] 0.2913645
[1] 0.3108695
[1] 0.3110817
[1] 0.3113522
[1] 0.3338931
[1] 0.3289421
[1] 0.3762928
