[1] 0.03949687
[1] 0.04007027
[1] 0.07597975
[1] 0.07159029
[1] 0.06621836
[1] 0.1191022
[1] 0.1215492
[1] 0.1256913
[1] 0.1282574
[1] 0.155618
[1] 0.1546629
[1] 0.1517463
[1] 0.1470724
[1] 0.1439286
[1] 0.1913647
[1] 0.1916318
[1] 0.1936536
[1] 0.1974725
[1] 0.2010475
[1] 0.2247228
[1] 0.2246721
[1] 0.222991
[1] 0.2228089
[1] 0.2568205
[1] 0.2564669
[1] 0.2556945
[1] 0.255712
[1] 0.2886205
[1] 0.291919
[1] 0.2931707
[1] 0.3110028
[1] 0.3057127
[1] 0.352657
